asin,profile
B001MQD8PA,"Wife loves it, that's what counts. Very nice aroma. Not greasy. Five Stars This crap just about sent me to the hospital"
B001MU6G5U,This is great Delivered on timely basis.  Ready to order again.  This is great product
B001MV5W8Q,Five Stars Love the dark + light colors.
B001MWZD16,"Perfect!!! A little hard  to open, but that's probably safer!!! still searching for the right solution Holds a lot of large pills, which is good, but since there aren't individual lids for the compartments, you can't dump them in your hand. too big huge cannot put in shirt pocket good pill holder. Holds pills well. None ever escape. This is exactly what I was looking for! It ... This is exactly what I was looking for! It fits my whole pill collection, is small enough for my purse, and closes securely."
B001N0MQTY,"Five Stars excellent quality bamboo sticks. Does its job very well. EARLY Delivery, Incredible tool, highly satisfied Came in A WEEK earlier than expected! Fastest delivery I've had from overseas by far, so major kudos!<br /><br />The tool itself is hard but the wood does give it a softer feeling than metal ones do when picking out wax. I have a blend (hard wax bits get stuck in the sticky, and clog my ears causing pressure) and it really helps to get it all out without feeling like I'm just smooshing it around like with a Q-tip. First cleaning; instantly noticed the difference compared to Q-tips, so highly recommended!<br /><br />Note: ONLY for those comfortable with cleaning their own ears or having someone else clean their ears. It's still a little scoop so jabbing into your ear drum is a possibility. So you must be comfortable before considering this. Much better than metal earpicks Wood beats the metal one I had been using. Feels safer. Also, the tip is smaller than the metal one which I prefer. The fluffy end cleans out remaining small debris after the big stuff is gone. They get the job done! Makes a great ear cleaner! I hated having to throw away so many q-tips and was attracted to this more efficient option. The package took a long time to arrive (which was fine since it came from far away) but it has been a pleasure ever since! The fluffy end is good at cleaning your ears too and washes/sanitizes nicely It's an earpick. It works! The fluffy end is good at cleaning your ears too and washes/sanitizes nicely. What more can I ask for? A bit sharp, but work great. This is the only way I will clean my ears. Actually removes wax instead of just pushing it around like a q-tip.<br /><br />As another reviewer mentioned, these are uncoated.  I grew up using the coated ones, or picks in which the little scoopy part is slightly thicker. This has a very thin edge on the scoop so it's a little sharper than my personal taste. But still works great! I would just look for a coated pick if you have sensitive ears. Easy to use Very nicely made.  Easy to use. God I love these So much better than the metals ones. Five Stars Clean ears!!!! Five Stars Just what I was looking for.  Genuine item."
B001N0QMF8,"Lovely fragrance. I Love all of the AMC fragrances including Enchantment, Charmed, and Fusion. They are all unique and can been worn for most occasion's. I highly recommend!!! Love it I love how this smells. Its the only perfume that I buy. My favorite perfume!!! This is seriously the best smelling perfume ever! I get tons of compliments when I where it. Five Stars Smell great Awsome Eau De Toilet! I have bought this product in the past and loved it! Such a nice light scent! Well, it no longer became available anywhere! I decided to try Amazon as I have always had great luck finding stuff I could'nt find anywhere else. So glad I did! Now I can enjoy my favorite scent again! thank's Amazon! Five Stars This perfume goes great with my chemistry."
B001N5O7EG,"Excellent Alternative to Their Heavier Day Cream This moisturizer is the perfect alternative to the much heavier Protect and Perfect Day Cream, which is much too heavy for warm weather. Just two pumps covers the whole face smoothly, and absorbs very rapidly without any greasiness or tackiness. It leaves my face with a youthful glow and it has never caused any breakouts. My skin feels supple and looks firmer by the day. Excellent product. Moisturizer One of the best moisturizers I have ever used.  Recently found out that the company no longer makes it.  That is to bad."
B001NED35Q,"better clips than any other brand i have tried every other brand of these sponge rollers, and the clip falls off before I even finish rolling the hair around it.  These are staying together so far. Easy to use; effective. These are the best curlers for my hair type--fine, thin, gray, long. They are soft and easy to sleep in, especially with a neck pillow. Perfect Roller for Small size They claim these are large but I believe they are small which is what I was looking for!  And they are good rollers too! Rods are poorly designed. The size is fine. However, the plastic rods don’t stay shut much of the time. No Super flimsy in the clasp not to happy serves the purpose, but clip part doesn't hold well. Plastic fastener keeps popping off Everytime I went to roll a section of me hair, the the fastener  kept popping off. It is so frustrating to have your hair rolled on the roller and you're trying to close the fastener and you have to try to snap the plastic fastener back on, I think that these are not good rollers. Curl hair! Nice to get curly hair without heat! Really thick These are really to wide to sleep in. They are much thicker than the ones I have had in the past. Great rollets. Much better than sleeping with hard rollers.  They give body and I'm buying some for a friend.  You can get them in 4 sizes."
B001NI4OXW,"orks great as used Trispa for years.  W.orks great as always Caveat Emptor! I was a huge fan of Oxygenics products throughout the last decade. I recommended them to anyone and everyone. However, I've noticed that the quality of the product has gone downhill. With this particular model, I've had to replace two shower heads three times due to reduced pressure and defective hoses. The hoses come defective from the factory and are very leaky. Customer service is fantastic about replacing them, but the hassle isn't worth it.<br /><br />The water pressure is still very strong!"
B001NMK59K,I AM NOT JUST PRETTY ANYMORE! I loved this makeup kit it has all the good stuff! Its a must have!
B001NMLL2K,"Tips break Off This is not the brand that I have had in the past.  Quality is not as good, but could not remember the name of the other.  Many of the tips break completely off and the liquid will not run down to the other tip as it is supposed to do. Good  and efficient product I used it before, this time the product was for somebody else.  It is a very good product and the presentation is very<br />efficient. They get the job done I miss the ones that DHC used to make  - you didn't break off anything, just peel the plastic off and you had 2 ends to work with.  These are just OK, you have to break off one end and wait for the moisture to filter down into the tip (not that long) Very effective I recently purchased these and love them!! They are ten times better than the make up removing wipes I had been using all along. They are much more effective and cheaper. These don't work. They used to have plenty of ... These don't work.  They used to have plenty of liquid that ran into the tip.  No more.  Bummer Super efficient make up removers These little swabs are mighty powerful.  Just snap and wipe.  Easy to pack ,  easy to dispose of, and very efficient.  No smell, no fuss, no bottles, no caps, just use and discard.  Thank you. Good Product Does a good job in removing eye makeup. Will continue to use it. It does not irritate the eyes. I recommend the product. Miss count on the number received I ordered 12 but received 11.  I was shipped a full box plus two extra packets.  That should be 12. Right?  BUT the full carton only contained 9 not 10 packets.  The supplier needs to know this.  Beware consumer.<br /><br />I love the product...it's especially great to pack for travel."
B001NOSH7U,Four Stars I love this product
B001NOWFDW,"Great quality product! this eyeshadow set is highly pigmented, smooth, and has the prettiest glow ever! seller delivers so fast, i wasnt even expecting it when it arrived since it was international shipping<br />thank you so much, definitely buying more"
B001NP5HKY,Five Stars One of my favorite colors EVER!
B001NTP098,"If you are male and looking for a masculine soap ... If you are male and looking for a masculine soap this may not be the one because it is a light lemon scent reminiscent of lemon head candy, however regardless of gender this has to be some of the smoothest soap ever.  I decided to try this given the Goat Milk.  I am guessing that is what makes it so smooth.  This bar followed my Molton Brown Peppercorn which is a masculine soap and more of an exfoliant type of bar. I think I will alternate between this and the Molton Brown."
B001NXPL84,"Finally! I am thrilled to have found this like of children's products.  I have been searching for a ""clean"" line that was safe for my children to use, smells good, apepals to them, and actually works.  I love that there are pumps, and you do not need a lot of product.  Kids are happy, I am happy.  Finally. recommend i love this product for my daughter because its more natural. i get migraines from smells and love the faint smell of the body and hair wash. dont need to use much to create a lather. more expensive than regular wash but worth it knowing my daughter isnt loades with chemicals. Perfect Smells nice, works well and is natural! Love the product Love the product, the smell is wonderful. Not just for the kids either, I sometimes sneak it into my shower...  :) The design of the pump is lacking but good product. Like this but this companies pumps on their bottles take a star away.  I have had problems with the last two. dont buy for kids under six Burns my granddaughters eyes badly and dries out skin. but Shea Moisture smells better (with no added fragrances) This stuff is ok, but Shea Moisture smells better (with no added fragrances), lathers better and has less chemicals. This doesn't bubble like the bubble bath without using a ton of it, so if you are looking for awesome bubbles for kids with sensitive skin, go with their bubble bath pods. They are crazy expensive but they really make alot of long lasting bubbles. If you're looking for hair/body wash that won't cause skin reactions, check out Shea Moisture baby wash. Smells good, lathers well with only a small amount and the bottle is about twice this size. TruKid Bubbly Body Wash The product smells very nice, it lathers well, and my child seems to like it.<br /><br />The downside; bottle seems cheaply made.  When I got it out of the shipping box, the bottle seemed okay.  But when I went to use it for the first time the cap broke off.  It made bath-time a bit difficult.<br /><br />UPDATE (9/7/2015):<br />I've been using this on my child, and I really don't like this product.  The smell is very nice, it lathers, and seems to do the job.  But leaves my child's skin dry in places and weird flaky residue.  Not recommended and I will not be buying this again. Our favorite I wish we'd known about this body wash from day one but we started using it when our kids were 1 and 4.  It smells great and has no yuck in it whatsoever.  Just as important, it doesn't sting the eyes. It suds up great and we love it! I don’t recommend There’s cap is not working"
B001NYRTQU,"Awesome Unknown in the USA, Made in Germany. And it works. Perfect."
B001NZERP0,"Finally found them!!! Like the gent before me stated, these are natural, thin but sturdy and are excellent to get those bits that flossing can’t. It’s also handy to help break up the tartar around the gums. Just be gentle and don’t use force when you are working close to your gums.<br /><br />The only negative is that you have to wait for international shipping but it isn’t too bad. Looked everywhere for these Started using this sort of toothpick (thin, wooden with a light mint flavor)  when I had braces and floss wasn't doing the trick and have been using them ever since. When I ran out a friend brought me a bunch of these from Germany as I could never find toothpicks that were thin enough now that they ran out I was happy to find the same ones online and I'm grabbing a ton as it takes at least 2 to get through a cleaning but they're natural and have always been a win.  Only con would be that because they ship from what I'm guessing is Germany it takes ages to get here. Glad to have found them though"
B001NZEZLG,"It was insanely hot and humid and came recommended from the man working at the pharmacy I first used this spray when I ran our of deodorant in Positano, Italy. It was insanely hot and humid and came recommended from the man working at the pharmacy. You can go for hours and be active and you won't have a terrible underarm smell. Biggest bonus, there's no aluminum like most deodorant or antiperspirant so if you are looking for something more health conscious, this spray is awesome! Four Stars good... but too expensive.<br />Also the deodorant was a little damaged. Best Spray Deodorant for the last 20 years! I tried so many before but was getting allergies from most of them. I finally found this one more than 20 years ago. I have been using it everyday since. Unfortunately really hard to find it in the US. I ordered a lot from France in 2 or 3 pack deal. It finally showed up on Amazon but still really expansive. I am waiting the day Amazon will sale it in 2/3 pack deal. It's  a good 24 hour efficacy deodorant and fragrance- free."
B001O0DAXE,Four Stars Good for after shower dry skin feels so good
B001O1D94I,Great for a bleeding gums and sensitivity Swiss very soft toothbrush. Great for a bleeding gums and sensitivity. Love this product! Ok Ok
B001O1M6II,"very happy with the product My second bottle, very happy with the product. Not as long lasting as drysol, but also not as harsh with less burn and less dry skin. When you use this product use it as directed and be prepared to use lotion where ever you use it on you body the next morning after you wash it of.<br /><br />The first part of my body that sweats long before I'm actually hot is also the most visible, my forehead. Its embarrassing and it also happens to be the part of my body that sweats the most when I am actually hot, to the point of wiping my forehead results in sweat flinging of my hand. With this spray I feel confident going into public on hot days knowing I wont be embarrassed.<br /><br />This spray is also very effective at controlling foot odor, %90 of foot odor is caused by your feet sweating. Kinda works, but not where I need it. The product helps to keep my hands a little dry, but not NEARLY as much as I thought it would. They still sweat a lot. I've been using it every night for nearly a week and still no progress. I'll start using talc at night and putting on gloves to help out the product, but I have little hope it'll help.<br /><br />If your hands only get a little sweaty, this product may work for you, but I guess my sweaty hands are too much. Wish it worked for me I have all of a sudden started excessively sweating from my head this year and only purchased this because I saw people commenting that it did work on them for that situation. For me it didn't, but I can't say that it may not work for you. My confidence is back! For as long as I can remember I have suffered from excessive sweating; it was eating away at my confidence and causing unnecessary stress in my life. I couldn't buy any shirts that were too tight around the underarms and forget about buying shirts/sweaters/blazers that were  certain colors, like gray, green, or light blue. I would sweat through three layers if that's what I was wearing that day. I sweat during the coldest winter days as well as in the summer. No deodorant worked for me; not degree, not overnight dove sport, not certain dri, not even a prescribed hyperhydrosis deodorant prescribed to me by my doctor.<br /><br />I have been using Odaban for a couple weeks now, and I was finally able to wear my green blazer in public, lift my arms, and not be sweating! I can't believe how well this works. There was a two day period of slight underarm irritation but it has passed. I have changed my shower schedule around a bit but if that's all it takes, then I'm staying with this. As long as you follow the specific directions, this will work for you. I don't even use it everyday anymore, I use it MAYBE twice a week. Spend the $10.00 because this will change your life around if you suffer from hyperhydrosis. Does NOT work and smells like a meth lab First off, I sweat so bad that I don’t look like I’m wearing any makeup by the time I leave my home, and in the summertime, it feels like I’m sitting in a jacuzzi with my clothes on… So, it was really important for this stuff to work. Unfortunately, this antiperspirant smells like a combination of formaldehyde and a meth lab … and I know because I tried using this stuff on my face to treat excessive sweating (due to fibromyalgia), but it only kind of worked for a 1 or 2 days, but not in a row. So it’s not reliable. Plus, it leaves your skin dry and terribly itchy!<br />Which REALLY SUCKS, considering how expensive it is for such a small amount of “antiperspirant”.<br /><br />In short, I don’t recommend it. No more sweat stains!! My boyfriend insisted I try Odaban when we were talking about how much I perspire. He raved about it, saying he doesn't even need to use it anymore because it has stopped his underarm perspiration completely. I said, &#34;Bring it on!&#34;<br />I use it about once a month now, and my shirts are dry at the end of my shift in the factory!<br />I've been an annoying spokesperson to all my friends and family ever since!! Four Stars It really works. Keeps your hands dry. Four Stars Not bad and worked pretty well This is the only antiperspirant that works for me. ... This is the only antiperspirant that works for me. I order it every year about two to three times a year and wait for it to come in from England. Yes, it is worth it. Been using for 10 years I've been using Odaban for 10 years, the stuff works great!  I can go about two weeks now in between sprays, so a bottle lasts me almost a year.  One problem with this stuff, is when the solution gets down to about 1/3 left, the spray bottle doesn't work very well, it shoots out a hard line of spray, instead of a gentle mist, I've e-mailed the company about it but they don't seem to have a fix.  Besides that, enjoy being sweat free!  Make sure you are 100% dry before putting on before you go to bed or it will burn."
B001O36Y66,"Best Skin Care Lotion Does not smell that good, but it is so healing for thin, aged skin.  Worth the price! i will proably order again This lotion works great at keeping my skin smooth it's ok Might be better to use in the winter months. Odd smell. Not greasy. will continue to use it just to be fair."
B001O3U7LE,good product for water aerobics I had ankle surgery months ago and have begun water aerobics....need some support..bought this product and it has helped my exercise in the pool!!!
B001O5VNJW,"Unbelievably cute!!! Sooo cute!  They fit great and are just awesome. socks are well made - they run big so the ... socks are well made - they run big so the foot portion is too long for my foot  - shoe size 6.5<br />delivered very quickly TOO SMALL! Really cute, but TOO small!! I was really disappointed because I love the concept and the design was perfect. They look great on my seven year old niece; she loves them. It was easier to give them away than to return them. Five Stars Gave as a gift to a dancer...may order more for her dance girls♡"
B001O707QU,"Five Stars Just glad I can still buy this. I like it. Beyond something, but not Beyond Straight I ordered *Beyond Straight* 8 oz and what I received was its companion product, *The End* 1 oz, with a &#34;Beyond Straight 8 oz&#34; sticker on it. Am I supposed to be too daft to notice? What is going on here? Five Stars Love this stuff, the smell is nice and it makes my hair feel great! Five Stars I love this product! It's ideal to use if you let your hair air dry and then straighten. Can't live in her hair without it Bought this for my sister. It arrived fast and in perfect condition. She's addicted to it and says she can't live in her hair without it. It lasts forever but on the day she runs out, I'll be buying again. Does what it says I love this product, but this vendor sent old stock.  Manufacturer has not used this packaging for years. Excellent for the hair! This is my third time using this product and it never ceases to amaze me. I have thick, course and very dry African American hair. This product makes my hair feel like silk and takes 15 minutes off my flat ironing because I no longer have to struggle to untangle my hair. Great product. Love the shampoo and conditioner but NOT this stuff Love the shampoo and conditioner but NOT this stuff. when I styled my hair it was gross feeling, wasted money Hair straightener Great product; works great in conjunction of the maxiglide straightener. No need to re-straighten hair days on time. Soft & silky I like this product I like this product. I have thick, frizzy, wavy, hair. This product does wonders if I use a blow dryer and even better with a curling iron or flat iron. My hair lays smooth and silky easily and stays there."
B001O82DAW,"TERRIFIC I HAVE BEEN USING THIS OIL ON MY FACE FOR A COUPLE OF YEARS NOW AND IT IS A GREAT PRODUCT.  IT MOISTURIZES AND IS SOOTHING, ESPECIALLY AFTER COLD WEATHER OR A DAY AT THE BEACH. ﻿Miracell ProEar, Calm Ear, Skin Products Are All the Same* Sort of ﻿I was confused about the names of these products and contacted the manufacturer.  I was told<br />that all three products are the same, with the exception that the ear products have two<br />preservatives added.<br />The &#34;skin&#34; product is sold for less money, so there you go!<br /><br />I just got my hearing aids.  The itching was horrible.  This product works for me, a VERY small<br />amount around the tip of the ear piece works great. Miracel for the elderly I buy this product for my Mom, 91, who says it works better than anything for bedsores. :) I also buy it for winter cracks around my heels and fingers! A must have for families I have been using this product for several years. I normally purchased it from my health food store but they closed, glad I found it here. This is must have for families with children. Put it immediately on any cut or bruise and it's like it never happened.<br /><br />One of my twins fell on the concrete while running and scraped the skin off her face from her nose all the way to her chin. It was horrible, we put this on every time we looked at her and after a couple of weeks you can't tell anything even happened.<br /><br />I put it on my mother after her colon cancer surgery and they cut her from her breast to her lower abdomen. It was huge and jagged, she went back for her two week check up; her doctor couldn't believe how she was healing (because she was 60). He asked what she was doing, I told him about Miracell, he asked me to write it down he wanted to let other surgery patients know. A must-have in our medicine cabinet I have been using this for the past 4-5 years and am absolutely sold on it.  When we have small cuts or scrapes, it's the first thing we apply after cleaning the wound and speeds healing noticeably.  When my doctor said that it was safe to remove the dressing from the incision sites of a recent laprascopic procedure, I began applying MiraCell and it noticeably healed the incisions more quickly.  I've also used it when cooking and hot liquid pops out and burns a spot on a finger or hand.  No medicine cabinet should be without it.  I recommend this to all of my friends. Not a ""miracle"" I bought this to treat some winter eczema problems I was having. It was a last-ditch effort before hitting the doctor up for steroid creme. Previously I had tried: coconut oil, vit. E oil, over the counter hydrocortisone cream, and just about anything else I read might help. A friend suggested this. I tried it for one week and it did nothing for my eczema. I also got a bad scratch from my pet during this time, so I tried it on that as well. Nope... still scarred.<br /><br />Honestly, I think Vit. E oil worked better. Save your money and try that instead. This product is worthless and pricy! You;ll be amazed! Takes care of perscription only skin conditions. Great! This is great for healing your skin scrapes and replacing it with unnoticable any &#34;boo-boos&#34; even existing..such as a scar, etc. Miracell 37 I purchased this product for the sole use of a type of skin dermatitis on my eyebrows which causes skin redness, itchiness and loss of brows.  My dermatologist recommends a cortisol  cream which I was not comfortable with using frequently.  The Miracell does help relieve redness and itchy skin but I was also hoping that it would encourage new hair growth.  After using it for over a month, I have not found it effective for that purpose. Miracell 37+ Help for 37 Plus Skin Conditions, 0.5 oz Miracell 37+ Help for 37 Plus Skin Conditions: Have used this product for some years now.  My facial skin loves it, under eye area.  Excellent for my feet, toe nails and hands expecially need it on my finger nails."
B001O9XKI0,One Star no like Five Stars Love it
B001OAQJ4Q,"This is a great lip stain ! I actually have never used this as a blush ( I am pink already) and have always used it as a lip stain. I love the way it goes on - no little sponge thing - and the color, although intense at first - mellows into a natural, healthy look which is flattering to my fair complexion. I knew it was good when my cosmetologist complimented it. It lasts forever. I am just buying this one to be sure I don't run out !"
B001OB25CU,Smells good in here! Excellent product from a good source.
B001OFSH5A,On amazon Great buy.... If you have dry skin this is the very BEST! I have tried sooo many body lotions for dry skin and this is the only one that works!!! That it works for bugs Have to my granddaughter n haven’t heard yet.
B001OGPJHS,"fighter pilot's story by Quentin Aanenson I have this on VHS. It is a wonderful account. I would really like to find this in DVD. This is a real keeper A Fighter Pilot's Story I recorded this program on VHS.<br /><br />This is just an excellent, riveting account from a real WWII pilot that you will watch, over and over!<br /><br />Geoff Sweet<br />Lanark, Illinois Touching, personal, gripping, honest I saw this movie of a fighter pilot in WWII.  He takes you from his home town to the air war over Europe in a first hand account.  He describes his feelings in these situations.  A gripping, honest account.  Loved it but can't find this film.  Would make a great addition to anyones collection, or gift to some pilot in your life.  Never seen anything like it since."
B001OHX6GS,"Not what I was expecting I was excited to order this based on some other reviews I had seen on blogs and mentions of this product when discussing other perfume scents.  I was pretty disappointed when I opened my bottle.  The glass bottle itself is very cool and has an old-movie feel, with the fancy lady dabbing the glass stopper on her pulse points... that was appealing!  But the scent itself just smelled like a Grandma.  It kind of reminded me of Estee perfume or something... heavy and spicy with some powdery elements.  I thought it might change on my skin, but after a few minutes, I scrubbed it off with rubbing alcohol.  Not for me. aphrodesia Great sent, I bought this 12 years ago and then could never find it again, now same bottle same awsome scent."
B001OHX6HW,"My fav Found this scent a few years ago, I love it. Smells are a migraine trigger for me, but this scent is amazing!"
B001OHX6I6,"It was a gift, she loved it. Comes in a beautiful handmade bottle. Smells amazing. Be mindful of the instructions for opening the bottle! Very fragile so handle with care."
B001OHX6K4,"Love it and it doesn't bother my Have had so many people want to know what scent I am wearing!  Love it and it doesn't bother my nose Not at all what I expected Bought this thinking it was this musk that I always buy at Flea Markets. Just can't seem to find it any more. This has to be the worst bottle of night queen I have ever smelled, Night Queen is soft and very sexy smell, one of my favorite perfume ever many complements In all fairness; this aroma is GORGEOUS on some people. When it comes to wearing an essential oil, perfume or cologne, it REALLY depends on the chemistry of the person who's wearing it. That said; don't take the word of the reviewer who wrote &#34;it's the worst bottle of Night Queen&#34; they've ever smelled. They probably don't have the chemistry for it. This brand of Night Queen is sublime on the person who has a complimentary chemistry for it. I happen to get a TON of compliments on the way it smells on my skin and it's become my signature scent for that reason. A store near me can't keep it in stock so, when they do have it, I buy it in surplus. I have three friends who love it so much, they ask me to order it for them, which I do. Another one also loves this aroma but when I gave him a bottle, he said it smelled like &#34;goat pee&#34; on him...(chuckling). It's not for everyone...but it's fabulous on some people. Not what I expected This was not what I expected.  It smells like vanilla. Although it does not smell bad, it does not smell like the scent I am familiar with as Night Queen."
B001OI140W,One Star Does not smell like the original Campa SoI oil.  Disappointed. Five Stars My wife loved it. Got to me quick
B001OI48UU,"Wonderful scent in a beautiful bottle I bought this product for my wife.  She had been given a bottle of Myrrh perfume before, but it was long gone.  This is a wonderful scent (spicy and warm) and is presented in a beautiful hand-blown glass bottle.  All in all, for the price it was a great deal. Fancy Got this for someone as a Christmas gift. The bottle is pretty, though there is a slightly annoying sticker at the bottom (it looks a little tacky, but comes off easily in warm water). The scent is strong, but in a different way than most perfumes. I can't stand even walking through the perfume sections at department stores, and this, though a long-lasting and thick smell, isn't sickening and chemical-y. It's very pleasant and feels fancier than the price."
B001OI5XV8,heavenly I absolutely love this perfume oil. I used to buy it from a store on Haight street when I was in San Francisco. Was glad to see it available online. Eh It was way too strong for me. I gave it to my mother. The bottle it pretty though. Interesting scent! 😃 😀 this is an amazing scent it smells better on you're skin that smells way better than night queen incense. Toms incense has really great customer service.
B001OI5XY0,Five Stars Love this perfume oil. Long-lasting and smells great!
B001OI5XYA,"Unique fragrance, new favorite I have fallen love with the perfumed oils from Tom's Incense.  Each is unique, and long lasting.  Each time I wear one, everyone wants to know where I got it!<br />Great price, and wonderful scents.  I have not been disappointed yet."
B001OI81LM,Five Stars I can by live without this scent.
B001OI8FHM,"Very Effective Medicated  Shampoo I use this product because it provides effective control<br />of scalp problems.  This shampoo is the only non-prescription medicated coal-tar extract I know of without a prescription, which is what my physician advises to use for proper treatment. Denorex Shgampoo Cheap This is a product that I have used for years.  It has gotten more and more difficult to find in local stores and when they do have it, it is in small bottles and very expensive.  My purchase was exactly what I wanted and was 1/2 the price if I purchased the same amount at a drug store.  The shipping was not very fast but I chose the lowest cost shipping.<br /><br />Good transaction."
B001OIXOZU,"too small amount for price I can get double the product for less price at a small little shop downtown. Shipping was slow and over-packaged. I tried this path once but every now and then you can get burned by Amazon's third party purchasing. I Love This Little Gem This teeny bottle of  Egyptian Musk oil is kinda short on fragrance.  I picked it up more as a something novel due to its small size.<br /><br />I can always refill it with something stronger when it's empty,"
B001OJ4EOE,golden sandalwood I love this scent.I am so glad it is an oil and not a chemical spray. I have had many compliments. Thank you.
B001OK3S8G,med-capsule ezy-dose med-capsule. My wife got one from the doctor she has and just loved it. But she lost it. I was sooo happy to be able to find a replacement on line. Works great and keeps her meds all together for away from home use. The rotating opening works great.[[ASIN:B001OK3S8G Ezy Dose Med-capsule Keychain]]
B001OK4CH2,"So Cute! I Love Them I do truly like these. Though, I do get quite a few odd looks when I wear them. But overall, they are great. Just make sure you stand up straight when you use them, or you won't feel anything."
B001OPTE9I,"I never new this stuff existed. I was familiar with linseed oil, but not the G96 variety. It works almost like a stain, removing burnishes and faint scratches. Very nice.  I bought it to clean an old rifle stock, and it did just what I needed it to do.  Great for restorations and cleaning."
B001OQ5YJ6,"Great product. Love them. I have been looking for them in stores fir years. Easy fit Great product excellent excellent. Very sharp but dont damage the teeth. Thought they were flossers They're plastic slivers and they pick.  I accidentally ordered these by mistaking, thinking they were flossers.  My bad, so I can't give them a bad review.  I personally prefer wooden toothpicks. Recommended by my dentist perfect for what the dentist told me to get These live in the coin pocket of my jeans. I wear jeans 100% of the time, and one of these is in the coin pocket of every pair of jeans I own. They get washed in the laundry with the jeans. Every once in a while one will go missing, but they're so cheap they are easy to replace. I keep one between the rows of keys on my keyboard at all times too, and one in the (clean) ashtray of my car.They are hands down the best picks because they get between everything and they don't break or wear out at all.<br /><br />I have a gap between two bicuspids and can't live without these little guys. A plain wooden toothpick works better. I threw these away. Flimsy... A plain wooden toothpick works better. They work as promised These work fine. I like that they can get into those small spaces between the teeth. I would recommend to others. Thin! I cannot use dental floss because my teeth are too tight. The tip of these picks is really thin, glad to have them. Only wish it can be stiffer so it won't bend too much. Nice flossers My husband loves these. Great price too ☺"
B001ORC9IO,Ok product. I had brought this before and thought I would try it again because so many people had told me about it being so good.  I tried S-Factor Color Moisturizing Conditioner and was not impressed at all.
B001OSO2TM,"Makes compression items so easy to put on Works great for putting on compression sleeve, cuts down on time and frustration. Couldn't do without them! Thes are the perfect gloves for getting a grip on my wife's Jobst stocking.  I have tried other gloves, but they do not compare to these... But keep the powder handy if you want to get them off!"
B001OTEBJ2,"The music arrived promptly The sheet music is in great condition, new."
B001OVPO0A,"Coil Incense I love these because they smell good, the price is right and they burn along time. I love the fact that you just hang it and light it, much more easier than the cone or stick incense"
B001OZK3DE,Glue was totally dried up I got this product (not from Amazon) to have on hand for my next broken nail emergency.  I opened it about a month after getting it and the glue was totally and completely dry!  The place I bought it at says that is a common complaint.  I didn't have the receipt and had to buy a replacement glue on my own dime.  The powder in the kit did do the trick for me though.
B001P4ZTFG,"Acne-Rosacea or Sensitive Skin? USE THIS NOW! I had formerly used this product in the late-90's when it was first introduced to the market. I liked it very well then, and found it highly effective in tone and clarity until sudden onset of bad hormonal/seasonal/teenage acne steered me toward the stronger Proactiv and internal medications.<br />That subsided quickly, but I forgot about the typical success I had with the Serious Skin Care line, and never returned to it.<br /><br />Fast-forward 10 years, and I was developing more sensitive skin prone to the occasional rosacea flare-ups during this past harsh winter. My usually clear skin became uncharacteristically angry, red, scaly, and was breaking out again, not from oil, but from irritation and dryness. I began to try a variety of things when I'd heard Glycolic Acids were helpful for rosacea and dry skin. I remembered the Glycolic Cleanser and how clear and soft it would make my skin, and ordered it immediately. Within days, my clarity improved greatly, and my skin texture and tone was remarkable- a clean, lovely glow set in, and hasn't left since February 2010!<br />Inside 2 weeks, every single blemish and sign of red skin was GONE. Never returned.<br />I wondered if it would be too heavy for summer use... and it's still been perfect.<br />The texture of the cleanser is like Elmer's glue, and you have to REALLY rinse it off, but if you do so, your skin will be like the fountain of youth.<br />Use this in confidence for a variety of issues, and you'll be glad that you did!<br />(Just remember to REALLY rinse it off.)"
B001P5AD4C,much smaller than I though and not worth the money I have it now so it will go into my daughters stocking but lesson learned.  I will only by sephora from sephora not from anyone on line.  NOt only did it take way to long to get here it is not what I was expecting as the powder came right out of the case and I will need to glue it back in.  All things considered a failure as a purchase.
B001P5LJUO,"Works great Great product. Color was off last time Five Stars Great price and choices. No Magic Bullet, But Not Terrible Either On the plus side, this concealer is extremely liquid, so it goes on without pulling at delicate eye skin.  On the downside, this concealer is extremely liquid and coverage is tricky to accomplish.<br /><br />I have minimal under eye circles I was trying to cover with this product, and I'll admit, I was hoping for a miracle--something that would adequately disguise the shadows without emphasizing the wrinkles that have taken up permanent residence.  This product seems to do a decent job of both, but nothing close to miraculous (i.e. shadows gone and wrinkles filled/smoothed).<br /><br />The four stars are for 1) staying power--I apply the concealer once in the morning and it seems to last well into the night, and 2) no irritation of my sensitive skin. Great product. Great product.  Have been using for years.  Get right shade. does not provide coverage it highlights the dark circles instead of concealing them Very easy to blend with my bb cream Only concealer that I use. Very easy to blend with my bb cream. AWESOME CONCEALER I purchased this concealer a while back at a drugstore that was going out of business.  I absolutely fell in love with it and was happy to know that Amazon carries it, as I just ran out.  It's creamy, water resistant, and lasts all day.<br />Love it! AWESOME CONCEALER I purchased this concealer a while back at a drugstore that was going out of business.  I absolutely fell in love with it and was happy to know that Amazon carries it, as I just ran out.  It's creamy, water resistant, and lasts all day.<br />Love it! Love it! It's not too thick but provides good ... Love it!  It's not too thick but provides good coverage and blends in well. Five Stars Best concealer I've found yet."
